ROI_ID,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105,106,107,108,109,110,111,112,113,114,115,116,117,118,119,120,121,122,123,124,125,126,127,128,129,130,131,132,133,134,135,136,137,138,139,140,141,142,143
1,0,1.090872047e-05,0.0005998282577,0.0001599485549,0.006900983863,0.04375295341,0.0005759127671,0.0002740462078,0.0002784001117,4.872101636e-05,0.0008569041383,0.0009014824755,0.0005217852304,0.003957268316,0.005029190332,0.0004038914049,3.224487955e-05,0.0001439779589,8.364975656e-05,8.299142064e-05,2.04752414e-05,8.050828001e-06,8.617393178e-06,0,4.211232954e-05,1.419121327e-05,0.0001599771058,0,0,9.249550203e-06,0,0,8.714008436e-05,0,0,0,0,0,0,0,0,0,0,0.0004943609238,0.0003092731058,0.0002782640513,0.0004808968515,0.0008096855599,0.0008481447003,0.0007573769544,0.0005504570436,0.0004425725492,0,0,0,0,4.108144276e-05,0.0003450390941,4.146377614e-05,0.001391207683,0.0005285738152,0.0003843226878,0.000994276139,0.0006638997002,0,1.37654124e-05,0.0002586917544,5.813980897e-05,0.0004917108454,0.0001490453433,2.940418381e-05,0.000173467226,0.00147031399,0.0002642352192,0.0003403792216,2.536939064e-05,0,5.552488801e-06,0,0.0004646082234,9.712614883e-06,0.0009901222074,0.0002912293712,0.0008275049622,0.0008216022979,0.000500954513,7.83390642e-05,0,1.824749415e-05,3.03263505e-06,4.419123343e-06,0.0006614729064,0.0007620728575,0.08290039003,0.007331986912,0.01699578017,0.001848256914,0.002471951535,0.006342713721,0.004632005002,0.001336102141,0.001246873289,0.00530807348,0.001408143202,0.0009868214838,0.0004892952857,3.0021165e-05,7.471453955e-06,0.02746370248,0.0004004177172,0.0005239901366,0.0001036820249,0.0002683807397,7.283039304e-05,0.00130394334,2.643264997e-05,0.003584174672,0.02317739837,0.0004087322741,1.613137647e-05,2.746048995e-05,6.07423608e-05,1.273755515e-05,0.00778024504,0.9675222635,0.19291915,0.0004727031337,0.0004508095444,0.0008955879021,0.0005144973402,0.5046095252,0.03370226547,0.02464726195,0.003278498538,0.005240337458,0.0002772845328,0.00055881968,0.0003123511269,2.090605267e-05,0.0004595084465,2.460883479e-05,0.001423172303,0.0007257896941
2,1.090872047e-05,0,5.012885595e-06,9.505581602e-07,0.002623603446,0.01353444438,2.148160274e-05,2.256721746e-05,6.579024193e-05,0,2.744039557e-05,0,0,0,5.818686623e-05,2.167143793e-05,0,0,0,0,0,0,0,0,2.080087688e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0002383288811,0,0,0,0,0,0,0,0,0,1.495904053e-05,0,0,0,0.0007990118465,0.0002267177333,0,0,0,0,9.180611232e-05,0,0,1.861439159e-05,0.0004509973223,0,0.0003116186417,0,0,0,0,5.956099994e-05,0,0.0006553991698,0,0,0,0,0,0,0,0,0,0.0002914205834,0.000175355759,0.04505707696,0.007080315147,0.01125552692,0.00322518684,0.005556005053,0.006387423724,0.001922088792,0.00164589542,0.000885608606,0.001187524409,4.997701035e-05,2.409670378e-05,2.146327824e-05,4.744505532e-06,0,0.004958488978,8.9885536e-05,0.0003629900748,0,0.0001790428651,2.628697803e-05,8.368574527e-06,2.762234999e-06,0.0003212448501,0.002611452946,1.434180149e-06,0,2.31944e-06,0,2.373456027e-06,6.987604138e-06,0.8739075661,0.03917677328,0.0001138005828,4.819413789e-06,0.0009071204695,0,0.3415595889,0.00326180784,0.00206879992,0.0009713695035,8.881507529e-05,2.948903102e-06,0,3.363800943e-06,1.843591917e-06,1.417801559e-05,9.98383166e-06,0.0001467343973,0.0001176430305
3,0.0005998282577,5.012885595e-06,0,3.260818266e-05,0.04568311945,0.02523100562,4.291942969e-05,0.0006824781885,0.000290544267,1.622345735e-05,0.0004868456163,0.0001946497214,0.0008046373259,0.0003695354098,0.0001957612985,0.0003817493853,0.0001089199941,0.0001017924078,0.000115774681,1.554164373e-05,2.257561209e-05,0,0,0,0,0,3.214610479e-05,0,0.0001682768489,0,0,0,0,0,0,0,0,0,0,0.001424377784,0,0,0,0.001166162081,0,3.476869097e-05,0.0005975572276,0.0005713036517,0.0005375912297,0.0005736731691,0.0008745259256,0.0008782459772,0,0,0,0,0,0.000127391555,9.242136912e-06,0.0003244221443,0.0001723316818,0.0002488535829,0.001171580981,0.0006104121567,0,1.756039092e-05,0.0001987793366,0.0004278289562,0.0003469962103,8.825657278e-05,1.405991588e-05,1.823107777e-05,0.0003603820514,0.0008539857226,0.0007361075841,1.323500965e-05,0,2.927984497e-05,1.234033425e-05,0.0005990010686,0,0.000616493402,0,0.0002190408268,0.000342501211,0.0006015360123,0.0001604332501,0,8.911131772e-06,2.038367256e-06,0,0.001630420098,0.0006360930856,0.06099476665,0.004792260006,0.01140701491,0.001402359223,0.001829923596,0.005075104535,0.002557730302,0.001102666138,0.0007997719804,0.001002514502,4.312808232e-05,9.39199308e-05,0.0001339184382,8.066949704e-06,2.775169833e-06,0.0110185612,0.0002310226846,0.0003818947007,5.370078725e-06,0.000252598722,5.487908129e-05,0.0003752323682,9.658110685e-06,0.001028627856,0.009540487081,5.870691894e-05,2.873372296e-06,1.276841977e-05,4.335322228e-05,5.476302249e-06,9.300153761e-05,0.9277966619,0.08399584144,0.0002909121395,0.0002113933297,0.0005960725248,0.0007042667712,0.3755656779,0.01344394777,0.005545384716,0.001492860029,0.0003618695191,4.019140033e-05,2.403387043e-05,3.224892134e-05,9.622206562e-06,0.0001122241374,1.903008888e-05,0.000738586532,0.0006189127453
4,0.0001599485549,9.505581602e-07,3.260818266e-05,0,0.007226331625,0.009489171207,0.0002570674405,5.535472155e-05,9.718443471e-05,0,0.0001382524206,2.653546107e-05,0.0005781357177,0.0003537342709,0.0003512193507,6.970282993e-05,4.055418685e-06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.001094915671,0.002732540481,0.0005142168957,0.0002179842122,0.000212458428,0.001038023969,0.0005706966622,0,0,0,0,0,0.000127729727,0,0.004964445718,0,0.00149939477,0.002000259236,0.0004742853635,0,1.525933658e-05,0,0.0001419079053,1.085559961e-05,0,0,0,0,0.000636975572,0.003542504041,0,0,0,0,0.0002023436391,0,0.001400102046,0,0,0.0001086255579,0,0.002380952472,0,0,5.027972293e-05,0,0,0.00156413659,0.05859963223,0.01666037366,0.04293530807,0.00746815512,0.01138996799,0.01410893537,0.005561945029,0.002643892309,0.001501833089,0.001079524285,0.0003354168439,8.854442422e-05,6.828944606e-05,1.321293894e-06,0,0.01507535111,4.375342178e-05,0.0004553470644,6.784434663e-05,0.0002134638926,4.693731535e-05,0.0002252524719,6.111418429e-07,0.001720109489,0.01285717916,1.796803008e-05,7.61353067e-06,9.021900951e-06,9.761894034e-06,4.622762901e-07,0.002043084474,0.8853301406,0.07538775355,0.0006179464981,0.0001185416259,0.0009120932082,0.0007480434142,0.3868372142,0.01203390677,0.007441193797,0.001528560068,0.001317440765,6.694254989e-05,0.0005001211539,0.000136312301,8.350025382e-06,0.0001158970699,0,0.0005655659479,0.0006040812004
5,0.006900983863,0.002623603446,0.04568311945,0.007226331625,0,0.246215269,0.08098547161,0.006363563705,0.009488893673,0.01471366175,0.01484141871,0.02675100975,0.01354054548,0.0281759426,0.02447560802,0.01647826284,0.01565336064,0.001859392505,0.002886320464,0.006068926305,0.005449067801,0.00841372367,0,0.0008460553945,0.004664900247,0.001990842167,0.00122619234,0.001066180062,0.003104711883,0.0009638153133,0.001660183421,0.001151181757,0.003457613522,0.002380952472,0.0002175828849,0.002078146674,0.00414527487,0,0,0.004761904944,0,0,0,0.01447808556,0.01218725648,0.01535077021,0.01634843647,0.01425415371,0.01554240566,0.01531624887,0.01494077034,0.00759933982,0.004241534509,0.002837430919,0.00297787576,0.00100230833,0.003559147241,0.005897568073,0.01240331028,0.008458622731,0.002100520302,0.004608549643,0.01099817082,0.008442326449,0.0124327559,0.007356557529,0.004398367833,0.00345484307,0.008521216922,0.01131474879,0.01054379717,0.01808968373,0.01605632529,0.001561896293,0.007689089514,0.02056147531,0.008837775327,0.01333029848,0.01011461299,0.01526839379,0.02446367219,0.01114946324,0.003611534368,0.009765844792,0.01045931038,0.0113049848,0.005514657125,0.003294043941,0.03769066185,0.02333730645,0.01752437092,0.01919788681,0.01104624663,0.2158560902,0.039315667,0.03494754434,0.03791173175,0.03242985904,0.04466302693,0.06787766516,0.04431886226,0.05213847756,0.1088840291,0.06389124691,0.05885662884,0.04009833187,0.002998508513,0.001920294366,0.1336750239,0.04065589234,0.02793760039,0.02151974663,0.01712830178,0.006739368197,0.08342159539,0.006441855803,0.09179576486,0.1236792579,0.05722156912,0.01601892523,0.1333666295,0.02120737918,0.01703076251,0.06226171181,0.9454149604,0.3506041765,0.01641179249,0.08509474248,0.07562744617,0.06220559031,0.6902998686,0.196285069,0.1797181666,0.05631069839,0.06713272631,0.05864364654,0.1285170615,0.04067740962,0.05560985208,0.05346262828,0.02007836476,0.1083101034,0.07640917599
6,0.04375295341,0.01353444438,0.02523100562,0.009489171207,0.246215269,0,0.009989803657,0.01370975655,0.02885588259,0.007238101214,0.01576084644,0.008754934184,0.04591891915,0.00675107073,0.004999309778,0.007153808139,0.009711540304,0.002678774996,0.01298606489,0.01093420759,0.007005760912,0.006105426233,0.00440097414,0.002987025771,0.01158072613,0.008852758445,0.003316560294,0.002380952472,0,0.01410138793,0.0004340203304,0.00347356149,0.001116431318,0,0,0.002380952472,0.002380952472,0,0,0,0,0,0,0.02949181199,0.03120058589,0.01568988338,0.02756540291,0.0348078534,0.06038441136,0.02798491158,0.05516932532,0.03465300053,0.003897606861,0.002380952472,0,0,0,0.0169423148,0.01971928403,0.009346898645,0.004761904944,0.01513249055,0.03932631388,0.03947921097,0.00739113614,0.01134323515,0.007258031052,0.01345395949,0.03090856783,0.01950823516,0.02329144999,0.002585560083,0.01413014065,0.01714058034,0.03267697617,0.0036762245,0.009523809887,0,0.002995395567,0.02668712847,0.02263075113,0.03964854032,0.01234748401,0.006315081846,0.01113660634,0.01034246478,0.006257460918,0.002380952472,0.0149127217,0.02654322237,0.00549691543,0.05065634847,0.02981785499,0.5054653287,0.09632746875,0.1599498391,0.04630245641,0.05971278995,0.1662973613,0.0853427276,0.04772613943,0.06340383738,0.1065467298,0.05673034862,0.1001328155,0.1193359122,0.02705198526,0.01062876079,0.236907661,0.06781744212,0.04456173629,0.02042150125,0.03651801124,0.02662007511,0.1517746001,0.05301907659,0.1158211082,0.2928167582,0.0853465721,0.02087985538,0.1248015463,0.0124306418,0.03550159186,0.04425207153,0.9909178615,0.454041481,0.04319007322,0.120157145,0.07821056247,0.06599710137,0.7506338358,0.2115147114,0.1734390557,0.09301494062,0.1804133952,0.1108097211,0.07809441537,0.06141841412,0.05369988456,0.112525478,0.02553665079,0.1700508147,0.08771502227
7,0.0005759127671,2.148160274e-05,4.291942969e-05,0.0002570674405,0.08098547161,0.009989803657,0,0.001034366316,0.0004498408234,0,0.0001501898369,0.002191562904,0.0002165558399,0.0001427412499,0,0,0.001347580925,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.001684000017,0,0,0.0006964312633,0,0,0,0,0,0,0,0,0,0.002380952472,0.002380952472,0.01194456033,0.008487656713,0,0,0,0,0,0.002380952239,0.002380952472,0,5.087065074e-05,0.002380952472,0.003287649481,0,0,0,0.002380952472,0,0,0.00166201801,0.002380952472,0,0,0,0,0,0,0,0,0,0.01331463922,0.09910266846,0.0198416803,0.03020680137,0.01754999906,0.01184392441,0.01007009391,0.02901344374,0.01717985049,0.00972157903,0.01082350872,0,0.01204115152,0.01119990367,0.003468317213,0,0.07334680855,0,0.01483689807,0,0.0006469636573,0.004333703313,0.01672258973,0.0008720952319,0.017485369,0.03967370093,0.004358658567,0,0,0,0,4.678374808e-06,0.9176546931,0.1895628721,0.01011480764,0.002411180176,0.001919046161,3.570344052e-05,0.6138295531,0.04023459554,0.04111324996,0.02804124355,0.000755082001,0.0004850032856,4.420335245e-06,9.84489634e-06,0.0001213741052,0.008638655767,0,0.0007940122159,0.0001682986476
8,0.0002740462078,2.256721746e-05,0.0006824781885,5.535472155e-05,0.006363563705,0.01370975655,0.001034366316,0,0.0002427604632,6.120306352e-05,0.0009243443492,0.0002877487568,0.0006144556683,0.0004978053039,0.0001077052148,0.0001587601291,2.749755913e-05,0,4.732537491e-05,2.617566315e-05,1.256901578e-05,0,0,0,0,5.096786481e-06,0,0,0,5.235060144e-06,0,0,0,0,0,1.145981696e-05,0,0,0,0,0,0.0001052370353,0,0.003529370995,0.003871675581,0.001565663028,0.001946332399,0.001759477775,0.002297192579,0.001718957676,0.001630571205,0.00161614723,0.001164796762,0.0002960724523,5.554021845e-05,0,9.004169988e-05,0.0009992263513,6.080967069e-05,0.001014832873,0,0.00152924587,0.001610132982,0.001471130527,0.00012221215,0,0.0004464950762,6.360731641e-05,0.0006736232899,0.0006556589506,2.778968155e-05,9.21740957e-06,0.0004056945327,0.0001609509782,0.0004782638862,0.0002458015806,0.0001532456954,3.207286863e-05,2.380862861e-05,0.001171820331,8.551810606e-05,0.001486565336,0.0004850751138,0.001046057791,0.001326879486,0.0007958432543,0,0,0.0009586476372,0.0001228120818,0,0.002158175223,0.001118487213,0.07398526371,0.008246983401,0.0262781214,0.001867581625,0.002654000884,0.009875385091,0.004682567436,0.001260781079,0.001469849492,0.005772040226,0.001162022469,0.001109394128,0.001208178699,3.204066161e-05,1.214713848e-05,0.03369441256,0.0006871790392,0.0006825741148,0.0002426776628,0.0005940381088,0.0001255723473,0.003075815272,5.39435714e-05,0.004632971715,0.02598675899,0.001695705694,0.0002175663685,0.0003424354654,0.0001713936945,7.391637337e-05,0.005685466807,0.9700248837,0.2219631821,0.001008675783,0.002253203653,0.001026269514,0.001575837145,0.5016953945,0.04134358466,0.02830225043,0.003849021392,0.01510121766,0.00180200208,0.003000751138,0.00194004213,0.0001249859488,0.001713048667,9.115280409e-05,0.003522333689,0.001079011708
9,0.0002784001117,6.579024193e-05,0.000290544267,9.718443471e-05,0.009488893673,0.02885588259,0.0004498408234,0.0002427604632,0,0,9.954834468e-07,7.434021541e-07,0,0,0,5.308744448e-07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.751291155e-06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.06151389703,0.003620776581,0.00266776653,0.0006501774187,0.0003715902276,0.0003518989834,0.002815485001,0.000211534265,9.163462528e-05,0.0002403898688,0,0.00028155162,0,4.543063551e-05,0,0.003948258236,2.022995432e-05,0.0001133622136,0,2.133937232e-05,1.335340403e-05,4.012223872e-05,0,0.0004868795222,0.00457233889,8.720110782e-05,0,0,0,0,0.003728400683,0.8566467762,0.04452055693,0,9.038827557e-06,3.64220723e-05,1.084388987e-05,0.2542700469,0.001704378752,0.003484428627,0.0007701330469,0.003579749027,0.0002345471003,1.338127549e-05,0.0001117479915,0,0,0,0.0001727369527,3.95959114e-06
10,4.872101636e-05,0,1.622345735e-05,0,0.01471366175,0.007238101214,0,6.120306352e-05,0,0,0,0,3.413900777e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.04006380215,0.004137115553,0.002297764644,0.002380952472,0,0,0.0020698437,0.00106988335,0,0.0006110997638,0,0.0002005622955,9.118939488e-05,0,0,0.003637782764,0,0.0004114465555,0,0,0,7.010814443e-05,0,0.0003098489251,0.002802178496,0,0,0,0,0,0,0.6861286163,0.0290408507,0.001199567458,0,0,0.0003583279613,0.2268263549,0.001700982335,0,0.0002432312176,0.0002804885153,0,0,0,0,0,0,0.0003556885058,5.000436795e-05
